trail_id,count
116317,10
196446,10
81150,10
189532,10
57973,10
135958,10
173755,10
8497,10
25547,10
66065,10
66068,10
136193,10
134188,10
46082,10
47921,10
28424,10
202101,10
76295,10
85151,10
12830,10
57423,10
104263,10
58416,10
210579,10
140775,10
140767,10
210019,10
45163,10
103793,10
103794,10
180230,10
48575,10
135810,10
174580,10
10434,10
20496,10
13509,10
43591,10
52528,10
3,9
19276,9
173614,9
115735,9
111569,9
76752,9
166559,9
80169,9
159922,9
69199,9
69748,9
69833,9
69773,9
44911,9
184531,9
3985,9
135532,9
42113,9
98111,9
202888,9
98104,9
134761,9
212005,9
196931,9
176725,9
19580,9
103173,9
20438,9
84539,9
181278,9
135775,9
15575,9
20471,9
20519,9
43583,9
172235,9
46611,9
13396,9
112691,9
128632,9
175103,9
195596,9
31861,9
152769,9
178575,9
16043,9
15194,9
182225,9
58056,9
172274,9
123005,9
155158,9
20500,9
20506,9
20507,9
27027,9
27028,9
197423,9
20461,9
58055,9
57979,9
91591,9
10437,9
40114,9
203734,9
12247,9
31806,9
45068,9
45071,9
150120,9
29769,9
28491,9
175102,9
207207,9
194709,9
53979,9
131967,9
116412,9
91508,9
186419,9
35037,9
107967,9
110230,9
185258,9
58057,9
137669,9
20512,9
8884,9
159860,9
44980,9
94715,9
79928,9
143861,9
97977,9
97875,9
93492,9
163853,9
169818,9
108859,9
101787,9
120664,9
3952,9
15222,9
83551,9
108872,9
213132,9
69086,9
68948,9
44205,9
87079,9
100792,9
115170,9
12714,9
131903,9
112878,9
27136,9
177700,9
131875,9
79825,9
79869,9
93493,9
57071,9
57006,9
1914,9
1903,9
1921,9
124471,9
16004,9
23585,9
113810,9
117055,9
58971,9
200527,9
199178,9
89327,9
24575,9
48267,9
190000,9
105596,9
201953,9
150316,9
35886,9
122055,9
98460,9
170802,9
14051,9
14040,9
14041,9
97876,9
1924,9
120575,9
186104,9
42005,9
122163,9
124473,9
163987,9
46266,9
78932,9
101033,9
195957,9
161395,9
134488,9
122094,9
19694,9
201980,9
93412,9
14020,9
80488,9
80489,9
74453,9
174936,9
36502,9
174998,9
108670,9
15775,9
183618,9
121368,9
132990,9
157297,9
77718,9
96645,9
211686,9
121372,9
1244,9
83592,9
117049,9
117053,9
175430,9
137233,9
113635,9
169158,9
174846,9
205832,9
24550,9
78368,9
42520,9
208970,9
32442,9
32429,9
28513,9
160195,9
133484,9
215026,9
21430,9
122062,9
47934,9
194449,9
179877,9
179878,9
207642,9
164711,9
104859,9
25556,9
16776,9
66794,9
46290,9
46263,9
126642,9
165312,9
112512,9
14050,9
45499,9
118884,9
180701,9
108641,9
101568,9
45568,9
45591,9
44057,9
203053,9
101436,9
41775,9
25123,9
97610,9
17594,9
113498,9
66059,9
155500,9
40502,9
133120,9
32432,9
110904,9
77212,9
77213,9
77365,9
77404,9
77411,9
156873,9
80891,9
171891,9
171894,9
16788,9
106206,9
123449,9
39804,9
14085,9
80502,9
95336,9
2330,9
105827,9
114431,9
53342,9
21323,9
213009,9
66061,9
55997,9
17719,9
90539,9
215162,9
78363,9
78351,9
203107,9
54541,9
20053,9
40305,9
23814,9
156752,9
41191,9
199428,9
177398,9
142939,9
109782,9
133864,9
67911,9
204082,9
118093,9
30370,9
12803,9
90571,9
90553,9
168851,9
76225,9
141186,9
13123,9
77348,9
141782,9
77355,9
40343,9
167342,9
110771,9
120208,9
17786,9
177336,9
47705,9
68037,9
112514,9
29274,9
203221,9
207621,9
168571,9
205450,9
12005,9
12007,9
7238,9
115329,9
92363,9
13587,9
123546,9
190208,9
140236,9
50684,9
210736,9
115328,9
207524,9
209663,9
25379,9
24354,9
131745,9
141117,9
162184,9
142725,9
147708,9
113240,9
58417,9
117455,9
208131,9
80892,9
207614,9
211564,9
47351,9
71186,9
31152,9
117953,9
202268,9
43890,9
23015,9
122831,9
35323,9
199396,9
201175,9
38473,9
189379,9
176245,9
13561,9
43891,9
53227,9
53202,9
90577,9
190207,9
22206,9
189746,9
205500,9
200799,9
15443,9
30444,9
105175,9
43885,9
92150,9
185111,9
60482,9
26016,9
95582,9
16820,9
16826,9
125267,9
91055,9
125244,9
122855,9
29775,9
26409,9
173756,9
69467,9
111624,9
98197,9
175078,9
175067,9
85676,9
136939,9
133309,9
118505,9
180292,9
145954,9
46618,9
71756,9
67458,9
132042,9
154832,9
13483,9
43459,9
103880,9
19277,9
159887,9
44651,8
69241,8
176769,8
176771,8
26362,8
144425,8
188535,8
210585,8
154663,8
75501,8
157196,8
4780,8
134037,8
110056,8
104669,8
46691,8
20503,8
33127,8
112692,8
46692,8
148405,8
193390,8
69187,8
111851,8
128649,8
204974,8
159878,8
193406,8
118524,8
196146,8
147307,8
196169,8
117064,8
196145,8
196159,8
141478,8
28423,8
213719,8
68114,8
148923,8
68139,8
45873,8
188625,8
177374,8
183926,8
88413,8
154182,8
206792,8
41588,8
15444,8
24316,8
6702,8
28004,8
132736,8
15841,8
200866,8
97062,8
125280,8
78692,8
47308,8
2537,8
17322,8
98253,8
163570,8
122917,8
41189,8
199427,8
122871,8
213726,8
80875,8
95468,8
126967,8
183924,8
126946,8
92214,8
210738,8
122843,8
181555,8
88529,8
179068,8
133068,8
118090,8
148910,8
112321,8
208177,8
59968,8
59942,8
59787,8
171549,8
136619,8
136677,8
214590,8
16851,8
15451,8
182992,8
197597,8
178044,8
78592,8
189750,8
125243,8
8397,8
30381,8
30402,8
102525,8
16929,8
122844,8
62208,8
143565,8
80872,8
207623,8
42977,8
26019,8
119252,8
15915,8
122859,8
90573,8
142723,8
25566,8
47336,8
90967,8
38979,8
207608,8
42968,8
207627,8
8502,8
122828,8
183929,8
183931,8
189419,8
71258,8
171598,8
162892,8
25527,8
80916,8
29356,8
49412,8
47599,8
90551,8
97377,8
90542,8
90543,8
34777,8
59948,8
29267,8
16790,8
160390,8
37566,8
46135,8
46038,8
151884,8
30563,8
58329,8
104933,8
188317,8
60008,8
105916,8
22363,8
80873,8
92273,8
165573,8
115321,8
20896,8
183061,8
215351,8
202459,8
192123,8
73014,8
73015,8
12791,8
12789,8
12800,8
12836,8
172815,8
106479,8
102430,8
78386,8
54616,8
113409,8
90563,8
66274,8
207512,8
32574,8
32575,8
79565,8
80740,8
80741,8
160290,8
79555,8
50685,8
90574,8
120226,8
82182,8
147750,8
13164,8
204541,8
54594,8
45712,8
145760,8
7208,8
41190,8
92582,8
118120,8
112209,8
32471,8
45793,8
133813,8
104358,8
55723,8
80896,8
67908,8
22975,8
121907,8
121918,8
121349,8
15527,8
24289,8
157377,8
18024,8
43083,8
66693,8
104827,8
40379,8
40380,8
118092,8
95463,8
32579,8
45728,8
12752,8
121344,8
172801,8
90459,8
97475,8
58666,8
123668,8
214660,8
41766,8
171375,8
5010,8
44040,8
14082,8
70639,8
23092,8
116006,8
77247,8
12098,8
185674,8
124854,8
117182,8
100467,8
159730,8
118124,8
211926,8
212386,8
49515,8
203130,8
200012,8
34607,8
195017,8
206853,8
133567,8
120425,8
60397,8
106319,8
77410,8
22899,8
86992,8
18708,8
215933,8
77209,8
16523,8
20444,8
46136,8
20424,8
119303,8
26023,8
26024,8
134113,8
112960,8
168494,8
33352,8
146732,8
2533,8
98951,8
29269,8
29240,8
7730,8
136780,8
140183,8
197178,8
176428,8
38286,8
95338,8
209526,8
83835,8
150549,8
118810,8
31535,8
104045,8
3017,8
50895,8
180614,8
97588,8
215106,8
42633,8
97598,8
114429,8
74714,8
49383,8
198306,8
97572,8
66058,8
27462,8
178328,8
178289,8
65955,8
209773,8
39244,8
203645,8
146216,8
156604,8
116682,8
90418,8
215120,8
207411,8
164250,8
109809,8
47031,8
76484,8
120991,8
157706,8
47949,8
1746,8
182623,8
177802,8
102869,8
119783,8
58303,8
104969,8
125606,8
43100,8
183122,8
91270,8
168485,8
109866,8
164783,8
72389,8
175868,8
13357,8
135094,8
85303,8
85306,8
115362,8
12127,8
76521,8
138929,8
43719,8
138932,8
27467,8
124531,8
65867,8
194481,8
169114,8
98481,8
147042,8
164086,8
150351,8
68756,8
32334,8
111170,8
32438,8
32426,8
45604,8
135363,8
86285,8
99952,8
155693,8
76508,8
76514,8
111132,8
112102,8
93276,8
182632,8
47935,8
47922,8
54243,8
14880,8
25141,8
197834,8
78370,8
178826,8
187841,8
147062,8
147068,8
89244,8
153103,8
170801,8
141327,8
28766,8
52254,8
145735,8
191073,8
210641,8
119424,8
197418,8
78014,8
168476,8
192423,8
47106,8
119709,8
14504,8
29239,8
146443,8
22905,8
17492,8
71662,8
20430,8
43586,8
151574,8
55135,8
47025,8
20740,8
133849,8
43602,8
922,8
129613,8
126721,8
46292,8
103157,8
80946,8
117762,8
200918,8
200940,8
200914,8
125915,8
96583,8
200998,8
164932,8
51797,8
116000,8
36199,8
195097,8
195098,8
75304,8
7502,8
195101,8
433,8
95080,8
197142,8
144082,8
80481,8
118719,8
197141,8
85299,8
188025,8
54119,8
169514,8
190790,8
61624,8
56353,8
127549,8
207742,8
189200,8
38223,8
38224,8
38207,8
7043,8
35548,8
30045,8
109255,8
124512,8
109257,8
1836,8
42003,8
181902,8
210249,8
14039,8
93425,8
103199,8
14305,8
119352,8
20482,8
20488,8
15981,8
1838,8
90057,8
150255,8
111153,8
109252,8
29967,8
178527,8
54034,8
15034,8
15027,8
75957,8
136342,8
28819,8
41235,8
36218,8
36206,8
189235,8
93467,8
15776,8
75960,8
75962,8
77400,8
205981,8
60156,8
22864,8
28824,8
130026,8
175904,8
14423,8
116320,8
20431,8
167908,8
20469,8
20490,8
143862,8
188999,8
28315,8
28329,8
206126,8
3062,8
132351,8
76526,8
53811,8
169933,8
89764,8
48268,8
113829,8
19609,8
56448,8
80381,8
202954,8
108852,8
74294,8
204383,8
120673,8
131228,8
147324,8
152719,8
135381,8
6175,8
133433,8
3996,8
214765,8
147161,8
108885,8
202960,8
89397,8
17202,8
191723,8
170502,8
29770,8
29709,8
29712,8
127738,8
191246,8
75434,8
84297,8
101167,8
140684,8
113846,8
83164,8
124168,8
183345,8
1159,8
137668,8
91446,8
174621,8
22567,8
22554,8
136501,8
141427,8
20485,8
20520,8
81157,8
20509,8
20465,8
20514,8
43544,8
5694,8
179965,8
179959,8
15196,8
157861,8
29743,8
108953,8
202866,8
28997,8
84540,8
5728,8
96292,8
20504,8
81183,8
172358,8
13454,8
6982,8
3607,8
174587,8
100889,8
179341,8
84537,8
172352,8
28983,8
138133,8
111300,8
19499,8
69185,8
23455,8
51209,8
6996,8
206233,8
201837,8
19189,8
19260,8
184598,8
4,8
118523,8
53,8
19161,8
48784,8
124083,8
44910,8
150024,8
69775,8
111482,8
204958,8
141547,8
147319,8
214956,8
196147,8
27690,8
133302,8
175037,8
135536,8
34282,8
20429,8
55468,8
119436,8
159882,8
19578,8
89560,8
170123,8
108951,8
15160,8
15162,8
53791,8
191727,8
105588,8
211415,8
98241,8
89497,8
8824,8
44915,8
3263,8
51638,8
180231,8
180232,8
145955,8
114041,8
145953,8
162512,8
123051,8
57975,8
183494,8
175955,8
20499,8
43461,8
19163,8
201861,8
103883,8
69485,8
208702,8
111511,8
31864,8
44897,8
184593,7
184596,7
19200,7
138249,7
44606,7
201836,7
184606,7
51266,7
213928,7
16074,7
16065,7
40626,7
213949,7
56757,7
134665,7
138366,7
146057,7
115754,7
115770,7
141545,7
40699,7
186896,7
203797,7
176729,7
103813,7
176880,7
118538,7
159883,7
69742,7
69745,7
166467,7
208569,7
45072,7
127703,7
184873,7
19583,7
118277,7
79926,7
143855,7
124062,7
53978,7
53975,7
145168,7
83169,7
145178,7
152735,7
109080,7
114036,7
29708,7
29714,7
29765,7
131354,7
131345,7
48787,7
48836,7
214925,7
42279,7
196162,7
117065,7
48437,7
202865,7
147321,7
42234,7
136969,7
139796,7
169951,7
74066,7
163597,7
108986,7
74134,7
163584,7
3950,7
24605,7
187862,7
53641,7
133239,7
117080,7
133406,7
54006,7
89396,7
170382,7
108881,7
108720,7
163450,7
123953,7
24545,7
15320,7
113791,7
109254,7
137038,7
120688,7
198121,7
24736,7
101785,7
89446,7
109102,7
194686,7
73991,7
182357,7
202870,7
83372,7
157894,7
48273,7
114295,7
170598,7
136882,7
170811,7
131485,7
194587,7
65771,7
113684,7
131207,7
142552,7
187874,7
157816,7
101603,7
24583,7
114271,7
170610,7
113752,7
65537,7
137061,7
65552,7
169349,7
65554,7
48209,7
48204,7
82892,7
135382,7
169741,7
14954,7
117056,7
90033,7
152573,7
113678,7
139580,7
109351,7
113610,7
73524,7
90106,7
109264,7
117050,7
78336,7
170975,7
116624,7
36503,7
205826,7
36506,7
36501,7
78021,7
161179,7
196174,7
147120,7
74452,7
29671,7
29636,7
89189,7
17119,7
203009,7
169208,7
109256,7
163988,7
90006,7
142589,7
142580,7
105493,7
205690,7
164126,7
164179,7
97682,7
97719,7
97722,7
27459,7
78361,7
78362,7
171085,7
171159,7
171176,7
116696,7
27694,7
205810,7
65863,7
65924,7
29623,7
163306,7
170883,7
163227,7
29566,7
49289,7
123846,7
153198,7
58825,7
142641,7
39371,7
82631,7
197906,7
15248,7
24493,7
24551,7
88859,7
101440,7
124861,7
182629,7
21371,7
215099,7
144967,7
213043,7
157709,7
136838,7
64020,7
206953,7
206946,7
181671,7
181660,7
88864,7
73321,7
73309,7
109404,7
109438,7
182622,7
120986,7
83716,7
198254,7
78364,7
78356,7
178351,7
139577,7
82422,7
65932,7
65953,7
73283,7
98699,7
49298,7
212947,7
25269,7
82248,7
78421,7
137320,7
73080,7
24348,7
101425,7
101486,7
15395,7
53341,7
39743,7
24345,7
74893,7
164242,7
185690,7
97576,7
97562,7
21295,7
90383,7
21299,7
187665,7
205561,7
78395,7
178214,7
25213,7
54495,7
66066,7
164278,7
66063,7
98755,7
36488,7
174814,7
190173,7
59785,7
24338,7
66266,7
109608,7
102305,7
14833,7
158724,7
191465,7
171283,7
194997,7
49487,7
186278,7
182851,7
90516,7
1663,7
97413,7
97444,7
185675,7
90568,7
209679,7
97482,7
202623,7
66055,7
14905,7
117154,7
211483,7
117357,7
117269,7
41685,7
199987,7
6473,7
77780,7
142241,7
142246,7
142251,7
39040,7
1516,7
83942,7
83902,7
178975,7
39840,7
136691,7
108408,7
29400,7
135201,7
13173,7
188222,7
197721,7
102563,7
175657,7
175658,7
17785,7
90562,7
215177,7
47682,7
196267,7
102539,7
82213,7
158732,7
158738,7
97223,7
47624,7
42888,7
90695,7
200792,7
42812,7
117438,7
78456,7
34726,7
59788,7
101404,7
101405,7
47350,7
109623,7
8398,7
8488,7
142749,7
24359,7
53198,7
22244,7
49471,7
123538,7
199953,7
136618,7
133728,7
197698,7
139381,7
125076,7
125002,7
215235,7
147726,7
175618,7
195020,7
49732,7
88304,7
117514,7
117501,7
78694,7
196333,7
47385,7
157504,7
15465,7
101341,7
204133,7
108351,7
171520,7
108323,7
108357,7
178035,7
209580,7
47475,7
152091,7
97060,7
47342,7
157507,7
157508,7
58403,7
120157,7
102545,7
81952,7
117456,7
58399,7
78602,7
196270,7
154185,7
29268,7
116441,7
12757,7
142222,7
13320,7
175824,7
133807,7
131697,7
34782,7
162956,7
75181,7
2543,7
186285,7
154180,7
22364,7
109756,7
47337,7
102623,7
144689,7
54951,7
133805,7
211586,7
131711,7
17909,7
14761,7
58414,7
207613,7
109800,7
207616,7
207618,7
139342,7
12763,7
12753,7
195082,7
16802,7
16789,7
146756,7
46947,7
8609,7
109781,7
109784,7
47224,7
18012,7
27218,7
27256,7
37171,7
213400,7
215366,7
17979,7
13335,7
133815,7
102842,7
209573,7
72520,7
33338,7
119964,7
188325,7
177984,7
133828,7
168572,7
168642,7
20855,7
47285,7
12747,7
121369,7
53000,7
84267,7
81377,7
117767,7
135040,7
192424,7
96740,7
91246,7
206709,7
186409,7
41508,7
16778,7
199840,7
75300,7
211616,7
78869,7
102844,7
175888,7
135068,7
168464,7
207633,7
202437,7
109807,7
33340,7
209515,7
207632,7
207641,7
47194,7
47147,7
211623,7
154443,7
2546,7
49968,7
131976,7
41453,7
135770,7
37305,7
55292,7
119849,7
211212,7
7507,7
75327,7
195103,7
75368,7
206651,7
154412,7
109976,7
137617,7
125914,7
96584,7
96525,7
104821,7
13334,7
175938,7
8635,7
125892,7
91303,7
168478,7
14561,7
102846,7
200983,7
67016,7
77553,7
106013,7
177683,7
38740,7
14412,7
81316,7
81233,7
57970,7
75347,7
154561,7
7442,7
135807,7
116208,7
27888,7
161385,7
205920,7
125970,7
96436,7
1206,7
200989,7
185407,7
132963,7
15582,7
116417,7
133887,7
133927,7
4713,7
81381,7
81383,7
103048,7
110002,7
8707,7
162545,7
188540,7
112712,7
126124,7
148420,7
43391,7
151605,7
43346,7
6603,7
172193,7
35028,7
140760,7
206597,7
87694,7
123190,7
99247,7
67289,7
71961,7
58025,7
198569,7
52532,7
174622,7
174609,7
174611,7
168320,7
46785,7
215579,7
129911,7
207786,7
175910,7
38730,7
91608,7
145554,7
198659,7
24055,7
135811,7
13547,7
104503,7
79191,7
143326,7
22817,7
123090,7
62785,7
198690,7
198676,7
198694,7
204002,7
52580,7
46621,7
46582,7
175963,7
211724,7
38682,7
38606,7
162511,7
162541,7
117800,7
211701,7
27024,7
143235,7
10435,7
1094,7
96114,7
20466,7
115174,7
210616,7
190406,7
36214,7
195956,7
179482,7
24038,7
213590,7
20518,7
81140,7
211754,7
211752,7
206517,7
123047,7
99433,7
75817,7
110231,7
192629,7
110153,7
165147,7
20510,7
20511,7
20516,7
20501,7
134052,7
119440,7
20437,7
20442,7
46373,7
126266,7
20470,7
33009,7
194003,7
43574,7
43576,7
43582,7
20491,7
20434,7
95977,7
165236,7
43620,7
215710,7
129544,7
67581,7
67584,7
31016,7
194006,7
67723,7
210668,7
135773,7
77392,7
100820,7
40215,7
52409,7
52387,7
52251,7
156934,7
172414,7
41203,7
214242,7
41202,7
99555,7
28831,7
75956,7
107559,7
122860,7
122861,7
22911,7
87010,7
132159,7
22920,7
117950,7
46325,7
43603,7
43606,7
126651,7
159465,7
179595,7
100835,7
35270,7
183589,7
126560,7
91737,7
165343,7
112541,7
112511,7
110322,7
110375,7
119395,7
119368,7
188579,7
80988,7
126698,7
183602,7
46297,7
129548,7
10195,7
71318,7
46193,7
819,7
126781,7
46226,7
91775,7
118055,7
214282,7
141074,7
122837,7
122838,7
145810,7
57464,7
26952,7
32834,7
20407,7
20455,7
20459,7
20446,7
20447,7
156874,7
84961,7
100706,7
160385,7
79214,7
55612,7
26012,7
80888,7
80877,7
20425,7
20426,7
6719,7
14208,7
14210,7
14214,7
26005,7
193825,7
165510,7
43760,7
122865,7
122858,7
186608,7
132154,7
122867,7
7237,7
141112,7
141113,7
79308,7
205316,7
205305,7
156757,7
121893,7
135873,7
122931,7
122870,7
79219,7
8945,7
31203,7
208065,7
209176,7
126715,7
18495,7
26014,7
122842,7
155348,7
23022,7
122829,7
62204,7
136223,7
112322,7
112350,7
144267,7
6710,7
132729,7
198832,7
15878,7
145809,7
141114,7
214176,7
110624,7
68096,7
68044,7
810,7
126942,7
183946,7
192834,7
103367,7
91934,7
839,7
825,7
151390,7
91887,7
119243,7
37661,7
138713,7
122847,7
77351,7
77346,7
132720,7
52083,7
13613,7
144182,7
103544,7
92405,7
57424,7
37666,7
4994,7
5003,7
80856,7
203562,7
122846,7
192923,7
192925,7
110753,7
209147,7
185084,7
43867,7
43861,7
43862,7
208174,7
68047,7
176246,7
118047,7
80855,7
177303,7
55850,7
167445,7
28624,7
141283,7
50817,7
86654,7
16356,7
135900,7
9192,7
110906,7
179699,7
52135,7
156622,7
100525,7
